tree_id,tweet_id,user_id,text,retweet_count,favorite_count
9_13,336915163624116224,249523066,“ : fort hood shooter reportedly has drawn $ 278g in salary since massacre <url> ” ridiculous !,0,0
9_14,336915318393933824,243625020,“ : fort hood shooter reportedly has drawn $ 278g in salary since massacre <url> ” . only in america,0,0
9_15,336915471502819328,304185090,“ : fort hood shooter reportedly has drawn $ 278g in salary since massacre <url> ” thanks to eric holder and obama,0,0
9_16,336915591799660544,48616277,no wonder the u.s . has a budget crisis ! this is outrageous !,0,0
9_17,336915903188983808,429241249,brokensystem “ : fort hood shooter reportedly has drawn $ 278g in salary since massacre <url> ”,0,0
9_18,336915924219211776,244806580,doesn't matter . army has to pay him till he was proven guilty and since the trial has lasted this long.. .,0,0
9_19,336915969890979840,148063984,“ : fort hood shooter reportedly has drawn $ 278g in salary since massacre <url> ” fox35,0,0
9_20,336915986726920192,1141028490,“ : fort hood shooter reportedly has drawn $ 278g in salary since massacre <url> ” . how ? ? ? ? not right ! !,0,0
9_21,336916161696514049,835835204,. thanks obama ! another terrorist getting paid by the government ! slap in the face of the deceased soldiers ! ! actofterror ! usa,0,0
9_22,336916221427601408,622874807,. why is this murderer being paid ? he is a terrorist and belongs at guantanamo . he has no rights - this is shameful .,0,0
9_23,336916485505183744,259803594,“ : fort hood shooter reportedly has drawn $ 278g in salary since massacre <url> ” views . needs action !,0,0
9_24,336916524105355265,250293210,politics how things are same that votes himself to get 240 vocation days in 2013 weres outrage ?,0,0
9_25,336916609824337920,1365359370,"this really upsets me an the victims are being denied benifits,honorable sacrafice medals,medical services , his bank grows more : (",0,0
9_26,336916899063537666,1436475577,burn him at the stake !,0,0
9_27,336917580168196096,478763333,“ : fort hood shooter reportedly has drawn $ 278g in salary since massacre <url> ” america,0,0
9_28,336918620347170816,34624861,what ?,0,0
9_29,336918943983874048,87745570,why has it taken 3-4 years to have a trial ?,0,0
9_30,336919550165667841,535871922,what the hell that's horrendous have the politicians gone bonkers,0,0
9_31,336919761663455232,27327609,should b donated to the families of those he murdered !,0,0
9_32,336920329417023488,255664268,just awful . “ : fort hood shooter reportedly has drawn $ 278g in salary since massacre <url> ”,0,0
9_33,336921069191569408,362194716,probably funding terrorism ! fail rt : fort hood shooter reportedly has drawn $ 278g in salary since massacre <url> ”,0,0
9_34,336921298309627904,312834478,disgraceful .,0,0
9_35,336922035982848000,583495353,this is an atrocity how is this happening,0,0
9_36,336922232389505025,64545717,"after all he has his rights , but tea partiers don't .",0,0
9_37,336922636712022016,409651618,um his pay should've been stopped ! ! !,0,0
9_38,336923609740218368,901240694,the huge salary the fort hood killer has accumulated is too shocking ! this isn't right !,0,0
9_39,336926840490962944,1439876228,“ : fort hood shooter reportedly has drawn $ 278g in salary since massacre <url> ” scandal 5 or it 6 ?,0,0
9_40,336926894727495680,538545522,do they not answer to anyone ?,0,0
9_41,336927547126333440,199987301,there is nothing that surprises me anymore !,0,0
9_42,336927731927371777,1409361859,but it should certainly be suspended or paid back if found guilty . those are tax payer dollars my friends .,0,0
9_43,336927827100332033,465241753,“ : fort hood shooter reportedly has drawn $ 278g in salary since massacre <url> ” this is just sad.. .,0,0
9_44,336928529398759424,48484509,“ : fort hood shooter reportedly has drawn $ 278g in salary since massacre <url> ” this is bullshit !,0,0
9_45,336931762347331584,265618104,“ : fort hood shooter has drawn $ 278g since massacre <url> ” judge parker would have hung him by now !,0,0
9_46,336932578252685312,69190453,our justice systm “ : “ : fort hood shooter reportedly has drawn $ 278g in salary since massacre <url> ”,0,0
9_47,336933699587289090,559825845,this is messed up ! “ : fort hood shooter reportedly has drawn $ 278g in salary since massacre <url> ”,0,0
9_48,336935734432911360,28919411,“ : fort hood shooter reportedly has drawn $ 278g in salary since massacre <url> ” ridiculous ! no words .,0,0
9_49,336937888669392896,20745149,“ : fort hood shooter reportedly has drawn $ 278g in salary since massacre <url> ” wait ! what ? ! ? !,0,0
9_50,336945655476015104,1141027980,he needs to donate it to his victims ; one way to save money..what has happened to morals,0,0
9_51,336953522421657600,1149961044,how about unpaid leave until the result of the trail ? that would be more suiting .,0,0
9_52,336955558043189248,153893185,“ : fort hood shooter reportedly has drawn $ 278g in salary since massacre <url> ” what bs,0,0
9_53,336961009686306816,1187900492,"you realize that should've read : $ 278k not g , right ?",0,0
9_54,336962159600881664,1445276304,": the survivors amp ; victim's families deserve that $ , not him",0,0
9_55,336962291486568448,293208231,this has to be corrected all pay should stop .,0,0
9_56,336962718206664705,278240021,of my tax dollars ? wtfo,0,0
9_57,336964241137483776,314727413,“ : fort hood shooter reportedly has drawn $ 278g in salary since massacre <url> ” you have to be fucking kidding me,0,0
9_58,336966063747112961,425923773,“ : sequestration didn't affect it rt fort hood shooter reportedly has drawn $ 278g in salary since massacre <url> ”,0,0
9_59,336974321085997056,26223821,and the murders victims are not able to draw a cent or receive the medals they deserve .,0,0
9_60,336986569535799296,1425496214,.....really ?,0,0
9_61,336989285687377921,464950499,it should be given to his victims,0,0
9_62,337021029702565888,595298973,“ : fort hood shooter reportedly has drawn $ 278g in salary since massacre <url> ” this needs to be looked into . wtf,0,0
9_63,337035067526352897,543062823,“ : fort hood shooter reportedly has drawn $ 278g in salary since massacre <url> ” truly disgraceful,0,0
9_64,337041326505869314,23227875,rt : fort hood shooter reportedly has drawn $ 278g in salary since massacre <url>,0,0
9_65,337041328695287810,146486855,rt : fort hood shooter reportedly has drawn $ 278g in salary since massacre <url>,0,0
9_66,337375238524370948,1312273627,american people paid for this guy and lerner a total of approx $ 1mil we the people are sick to our stomachs...tragedy for us !,0,0
10_0,348203818741272576,1005183901,"'outrage ' is an understatement gt ; gt ; irs sent $ 46,378,040 in refunds to 23,994 ‘ unauthorized ’ aliens at 1 atl address <url>",162,31
10_1,348204066687549441,16784328,no database triggers for this ? unreal .,0,0
10_2,348206543432458241,14846018,where are the database designers ? i am a self taught hack and could write a script to stop this in under 1 hour,0,0
10_3,348208530106511361,16224250,another reason to drop irs and adopt a flat tax .,0,0
10_4,348215828400971776,75032357,irs is clueless agency that needs to go away !,0,0
10_5,348218199034167297,159807179,and we just got a bill that is probably bogus ! ! ! fairtax ! ! ! !,1,0
10_6,348220319649120256,34411924,/ did receive one as well ?,0,0
10_7,348221694982356993,137543776,bs ! ! find out who's address it is ... bet it isnt an alien at all,0,0
10_8,348222317421285377,201035498,another reason we need a fair tax .,0,0
10_9,348223541168177153,93272265,un-freakin-real .,0,0
10_10,348246991194714112,187861767,the irs is a f cking joke !,0,0
10_11,348251117550985216,331422641,"“ : irs sent $ 46,378,040 in refunds to 23,994 ‘ unauthorized ’ aliens at 1 atl address <url> ” freebands",4,0
10_12,348288761144152065,860778008,looks like our trusty post office workers could have been complicit !,0,0
10_13,348288979705135104,169039952,irs = incompetent,0,0
10_14,348330055828656129,1233457099,“ : ' outrage ' understatement - irs sent $ 46 mil in refunds to 24k unauthorized ’ aliens at 1 atl address <url> ” ..wtf !,0,0
10_15,348427207552667648,1428680828,these bsstards r rape n us with our clothes on and eyes wide open ? but that $ is worthless 2 em they just don't it yet.. .,0,0
10_16,348440617921155072,767901762,"“ : irs sent $ 46.3m in refunds to 23,994 ‘ unauthorized ’ aliens at 1 atl address <url> ” tcot immigrationreform",2,0
10_17,348517960308109312,142882237,question : is the address of an immigrant/citizenship attorney ? that is the 1st business that comes to mind that could justify this .,0,0
11_0,348209998565879810,27754737,paula deen : ' forget the food network . i've already been offered a cooking show on the new fox news food channel . ',101,79
11_1,348210557855358976,256048813,“ : paula deen : ' forget the food network....offered a cooking show on the new fox news food channel . ' ” <url>,1,1
11_2,348211718574452737,91035770,cooking up bull crap and rat bits !,0,1
11_3,348214817825366022,21835054,"freedom fries all day , everyday !",0,1
11_4,348223082386829314,73846742,“ : paula deen : ' forget the food network . i've already been offered a cooking show on the new fox news food channel . ' ” lol,0,0
11_5,348239854301233152,183640229,first episode for paula deen fox cooking show : the meals of marge schott,0,0
11_6,348264435934179328,174048702,"fox news would make a terrible food network . all the tables slanted to the right , food and ingredients sliding to the floor.. .",0,1
11_7,348634090758623233,301789016,“ : paula deen : ' forget the food network . i've already been offered a cooking show on the new fox news food channel . ' ” 😂,0,0
12_0,352075672543428608,131351549,paula deen moves to have discrimination suit dismissed . just in time for her new book ' how to cook a jew ' .,230,115
12_1,352075917612417025,42158226,mulligan jew ?,0,0
12_2,352076099263545347,170824205,“ : paula deen moves to have discrimination suit dismissed . just in time for her new book ' how to cook a jew ' . ”,0,0
12_3,352076138237018112,102416351,just spit out java ! rt paula deen moves to have discrimination suit dismissed . just in time for her new book ' how to cook a jew ',0,0
12_4,352076423093170176,442422227,spoiler alert : don't add bacon,0,0
12_5,352078038055399424,93782711,qt “ : paula deen moves to have discrimination suit dismissed . just in time for her new book ' how to cook a jew ' . ”,0,0
12_6,352079334422491140,96186408,"that makes me wonder how to cook a mick ? with potatoes , right ? jkjk",0,0
12_7,352080990920912897,26527734,“ : paula deen moves to have discrimination suit dismissed . just in time for her new book ' how to cook a jew ' . ” just spit my tea . 😂,13,8
12_8,352081968034361346,338671549,come on melissa ! that's a bit harsh . she who is without sin cast the first stone .,0,0
12_9,352082325443584000,27801842,lawsuit is based on sexual harassment and filed by a white woman,0,0
12_10,352082539072077824,28937679,that's really not funny .,0,1
12_11,352082640091877376,286342085,...that's mean 😞,0,0
12_12,352082830236467200,831618098,"wow melissa . i hope u never misspeak , amp ; if u do , i hope 4 ur sake,other celebs r much more forgiving amp ; compassionate than u",0,0
12_13,352083824311672832,1551150656,are you serious ? ? ?,0,0
12_14,352084701516795906,58491897,that's ' how to cook for a jew . ',0,0
12_15,352085447096274944,40768808,i hope paula gets released of any wrong doing . it's not right what they are doing to her .,0,0
12_16,352087390275375106,996406626,that's not funny ! !,0,0
12_17,352088458195513346,58618810,yes it absolutely is,0,0
12_18,352088624117985280,621295125,on what planet is this funny ?,0,0
12_19,352090784780140544,304664585,we all make mistakes but a 30 yr old mistake n still condemn for it what a shame .,0,0
12_20,352093891014574080,942082698,ha rt “ : paula deen moves to have discrimination suit dismissed . just in time for her new book ' how to cook a jew ' . ”,0,0
12_21,352095314972377088,276486392,ok she's a redneck republican--but what's that got to do with cooking ?,0,0
12_22,352095421415428096,727483842,nice . my folks grew up under the german occupation . boy do they have some some sour ' escapism humour ' : ),0,0
12_23,352100119073669120,16019692,"clearly shed need a propane grill for that recipe . you know , because gas .",0,0
12_24,352103944534757376,17034991,i wonder if kosher jew would tastes better .,0,0
12_25,352105045199822848,316480758,: paula deen moves to have discrimination suit dismissed . just in time for her new book ' how to cook a jew ' itsfunnybcitsracist,0,0
12_26,352109654777671680,57169304,just choked on my spit ! ! ! !,0,0
12_27,352109726227632129,16670345,i thought it was called ' cooking with the klan ',0,0
12_28,352110641445748736,1210421107,"funny , i was told the new paula deen book was ' mick mondays : 100 favorite potato dishes '",0,0
12_29,352138740019380228,72123934,isn't it ironic that the meat from jews isn't kosher ?,0,0
12_30,352140038965964802,31591913,i hope her recipe for wop-corn is in there .,0,0
12_31,352151059508105216,22954643,blows dust off cover ohh it's actually ' how to cook for a jew . ',0,0
12_32,352280956910051328,35351433,"awww , how mean 😞",0,0
12_33,352760444227821568,112862544,i thought it was going to be called ( this is how jew cook ! ),0,0
12_34,359156434090475520,51938075,"i just cracked a rib , hahahaaa",0,0
13_0,356268980211687424,139255910,obama files federal charges against george zimmerman following acquittal in shooting murder of trayvon martin | <url>,109,13
13_1,356271290623074307,924518520,link dont work,0,0
13_2,356272803504324609,74033811,is this confirmed to be true ?,0,0
13_3,356275460340064256,33066990,that's fake ! ! ! show me that on nbc or cnn,0,0
14_0,356297080169447425,503238478,obama files federal charges against george zimmerman 🙌 🙌 🙌 that's myyyyyyy president ! yaassssss 🙏 praise the lord .,202,44
14_1,356298357670551552,324378157,“ : obama files federal charges against george zimmerman 🙌 🙌 🙌 that's myyyyyyy president ! yaassssss 🙏 praise the lord . ”,0,0
14_2,356298375840284673,416361380,yaasss “ : obama files federal charges against george zimmerman 🙌 🙌 🙌 that's myyyyyyy president ! yaassssss 🙏 praise the lord . ”,2,0
14_3,356298529104330752,64653984,where was this ? ?,0,0
14_4,356298650445553664,448532572,“ : obama files federal charges against george zimmerman 🙌 🙌 🙌 that's myyyyyyy president ! yaassssss 🙏 praise the lord . ” frfr ? ? ?,3,1
14_5,356298827126415362,515906627,“ : obama files federal charges against george zimmerman 🙌 🙌 🙌 that's myyyyyyy president ! yaassssss 🙏 praise the lord . ” dumbass,0,0
14_6,356298888212267011,291262010,“ : obama files federal charges against george zimmerman 🙌 🙌 🙌 that's myyyyyyy president ! yaassssss 🙏 praise the lord . ”,2,1
14_7,356299455768707073,190896395,source ? rt rt obama files federal charges against george zimmerman that's my president ! yas praise the lord,0,0
14_8,356300350174658562,218732715,“ : obama files federal charges against george zimmerman 🙌 🙌 🙌 that's myyyyyyy president ! yaassssss 🙏 praise the lord . ” really ?,0,0
14_9,356300511265304577,114110601,“ : obama files federal charges against george zimmerman 🙌 🙌 🙌 that's myyyyyyy president ! yaassssss 🙏 praise the lord . ”,0,0
14_10,356301161277571072,393180643,“ : obama files federal charges against george zimmerman 🙌 🙌 🙌 that's myyyyyyy president ! yaassssss 🙏 praise the lord . ”,0,0
14_11,356301557215657984,1035980498,false,0,0
14_12,356328837732253696,592839365,“ : obama files federal charges against george zimmerman that's myyyyyyy president ! yaassssss 🙏 praise the lord . ” barackobama,0,0
14_13,356332373253689344,600275896,dus die man kan nog berecht worden voor die moord of wat gaat er juist gebeuren ?,0,1
14_14,356562581227446272,274786373,it's a lie,0,0
15_0,356310469390245888,29233291,breaking news obama administration files federal charges against george zimmerman ! ontheroadtojustice,147,21
15_1,356310929891266562,1422307952,if thats true thats def wats up .,0,0
16_0,356407105953071107,15937499,just in ... amp ; department of justice file federal charges against georgezimmerman,141,14
16_1,356407494760857601,25431893,hhhmm “ : just in ... amp ; department of justice file federal charges against georgezimmerman ”,1,0
16_2,356407515824656385,40607946,“ : just in ... amp ; department of justice file federal charges against georgezimmerman ”,15,0
16_3,356407597647142915,27011977,kb it's not true,0,0
16_4,356409845085249536,236117938,! ! ! ! rt just in ... amp ; department of justice file federal charges against georgezimmerman,0,0
16_5,356411262340579328,26144591,what's your source ?,0,0
16_6,356412990091825154,10386152,it hasn't gone to the doj's civil rights division yet .,0,0
16_7,356420270224973825,120592166,“ : just in ... amp ; department of justice file federal charges against georgezimmerman ” 👏 👏 👏,0,0
16_8,356434323697704961,182658705,just what i expected ! rt : just in ... amp ; department of justice file federal charges against georgezimmerman,1,0
16_9,356444760262721539,239663405,smh false “ : just in ... amp ; department of justice file federal charges against georgezimmerman ”,0,0
16_10,356444866399576064,239577636,“ : just in ... amp ; department of justice file federal charges against georgezimmerman ”,0,0
16_11,356444887882797057,21051121,that is not true . get your facts first .,0,0
16_12,356444995147927555,867008990,how true is this ?,0,0
16_13,356445030220693504,102227592,rt rt just in ... amp ; department of justice file federal charges against georgezimmerman,0,0
16_14,356445233157898241,239650277,this isn't true,0,0
16_15,356445362195660800,63520284,on a sunday ? rt just in ... amp ; department of justice file federal charges against georgezimmerman,1,0
16_16,356445663308947458,127649370,not tru,0,0
16_17,356445851394117633,109731224,"google doesn't know about this yet , apparently .",0,0
16_18,356445921430605825,146690420,they absolutely have not filed charges . 😒,0,0
16_19,356446008957341696,39396418,“ : just in ... amp ; department of justice file federal charges against georgezimmerman ” yes 🙌,0,0
16_20,356446083267821569,17322991,feel like i can finally exhale rt : just in ... amp ; department of justice file federal charges against georgezimmerman,0,0
16_21,356446090830163969,75424086,“ : just in ... amp ; department of justice file federal charges against georgezimmerman ” stop tweeting this ! ! ! ! not true,0,0
16_22,356446852780015618,76652862,“ : just in ... amp ; department of justice file federal charges against georgezimmerman ” yes it's time govt take action !,2,0
16_23,356543429385269248,53721864,is this true though ?,0,0
16_24,356731345579421699,243753698,breakfastdrop hotnewmusic [ living my life ] retweet hot or not <url> …,0,0
17_0,356437941641416705,56851629,obama has filed federal charges against zimmerman for violating trayvon's civil rights . god is good,111,28
17_1,356441347772792832,27226415,this is false . there is only a petition .,0,0
17_2,356441516912295938,40389948,has nothing to do with god .,0,0
17_3,356442771311165441,1591014162,this is not true ! idiots ! ! ! !,0,0
17_4,356444291305971714,328611211,"facts fuck , not what you wish .",0,0
17_5,356449168492994560,355999092,my feelings about the zimmerman case . rt and subscribe . <url> …,0,0
17_6,356453893066067969,326199123,🙌 🙏 ☝ “ : obama has filed federal charges against zimmerman for violating trayvon's civil rights . god is good ”,0,0
17_7,356457531398291456,533432537,“ : obama has filed federal charges against zimmerman for violating trayvon's civil rights . god is good ” 🙌 🙏,0,0
18_0,357299879070023680,83266089,please read ! do not purchase koch products . they're paying for zimmerman's attorney fees ! <url>,145,16
18_1,357300327843766273,74033811,i need more info before i rt that,0,0
18_2,357300847320891393,270099394,rt = = = gt ; gt ; “ : please read ! do not purchase koch products . they're paying for zimmerman's attorney fees ! <url> ”,0,0
18_3,357300899250573314,224867480,wow thanks for the heads up was going to re-up my sparkle . thanks again,0,0
18_4,357301041764642819,32416989,it's false <url>,0,0
18_5,357303968889716736,29438456,snopes list that as false...idk if that can be counted as a fact <url>,0,0
18_6,357306878927179776,51227141,thanks for the heads up .,0,0
18_7,357307332423712769,58993184,“ : please read ! do not purchase koch products . they're paying for zimmerman's attorney fees ! <url> ”,0,0
18_8,357315358971015168,111819608,no they are not ! you buy anything that the left nuts tell you ! donations have been paying !,0,0
18_9,357353153810792448,275593193,the rule of law only applies to those who can afford it !,0,0
18_10,357353825427927040,134479417,carl dix : after trayvon verdict now ’ s the time to stand up — we need revolution — nothing less ! <url>,0,0
18_11,357534249060016128,392119546,lt ; gt ; kochs influence peddling exposed - blockbuster journalism lt ; gt ; <url> americanuniversity libertarian,0,0
18_12,357542111194791936,1046944242,and ... ?,0,0
18_13,357606295802617858,62565672,seriously ? wow ! oh hello beautiful,0,0
18_14,359407017917554690,78406420,this rumor is not true . koch is not funding zimmerman's defense . more info on snopes : <url>,0,0
19_0,357300409292959744,24304852,lets start by boycotting koch industiers they paid for george zimmerman legal fees justicefortrayvon jurorb37 <url>,126,34
19_1,357301522679336960,1587706808,not done with zimmerman yet . heard he filed a civil suit against martins today around 5 : 00 . no one has confirmed yet .,0,0
19_2,357302682702192640,21385854,"dont get me wrong , i hate the koche brothers and zimmermanverdict was a miscarriage of justice . but can i get a source on ur claim ?",0,0
19_3,357324126114951168,1599776126,boycotting will change nothing . i am sorry . zimmerman should not have followed him but trayvon should not have fought .,0,0
19_4,357327125725970433,50192733,that is a rumor . you believe everything you see on the internet ?,0,0
19_5,357329367707303936,1347962065,thanks on my buy list now .,0,0
19_6,357347416095199232,127059178,i have a strong feeling they were involved in this .,0,0
19_7,357352447322243072,374073453,but what quality toliet paper am i gonna wipe my ass with ? quilted northern is the best,0,0
19_8,357360609337147392,524725090,and amp ; ! thank you for this info . much appreciated,0,0
19_9,357365566111100928,410408304,what would it be based upon,0,0
19_10,357368769338818560,1596842635,"just what is this supposed to prove/accomplish ? not guilty . evidence in his favor , passed lie detector test . end of story .",0,0
19_11,357500027830140928,271707766,where do you get your info from ? did you research it ?,0,0
19_12,357511084061622273,78406420,this rumor isn't true . koch did not fund zimmerman's defense . more info on snopes : <url>,1,0
19_13,357516658966929408,508233169,thanks..i will never purchase products or anything for that matter that supports that poor excuse for that cold hearted man .,0,0
19_14,357662624017678336,9534982,apparently it's a spiteful rumor . check snopes .,0,0
20_0,358591089462099968,14075928,this week's top story : george zimmerman wins florida state lottery <url>,169,48
20_1,358591339547467779,265785543,y'all see this ? : this week's top story : george zimmerman wins florida state lottery <url>,0,0
20_2,358591636927811584,635519814,“ : this week's top story : george zimmerman wins florida state lottery <url> ”,0,0
20_3,358592829783678976,241238749,is crazy ! !,0,0
20_4,358593218696314881,731875826,"this just in , ... obama has doj investigate legality of florida lottery . all funds put on hold .",1,1
20_5,358594068311326722,246365569,epic . simply epic . “ : this week's top story : george zimmerman wins florida state lottery <url> ”,0,0
20_6,358594874049703936,83916695,"in the real world , he already did",0,1
20_7,358602963779993600,43969290,how about a story awarding the title of ' colonel ' to zimmerman ?,0,0
20_8,358654917461815296,17823706,he sure did !,0,0
20_9,358661546454417409,1564355684,this isn't over george,0,0
21_0,364383457545162754,1652541,highly radioactive water is seeping into the ocean from japan's crippled fukushima nuclear plant <url>,283,29
21_1,364383961369161728,372258850,“ : highly radioactive water is seeping into the ocean from japan's crippled fukushima nuclear plant <url> ” nonukes,1,1
21_2,364384498604974080,299262442,it ' has been ' flowing for the last 2 + years highly radioactive water is seeping into the ocean from japan's fukushima plant,1,1
21_3,364384691408740353,1263078506,“ : highly radioactive water is seeping into the ocean from japan's crippled fukushima nuclear plant <url> ”,0,0
21_4,364384852017426432,40769169,: highly radioactive water is seeping into the ocean from japan's crippled fukushima nuclear plant <url> godzilla !,0,0
21_5,364385298882375680,298499916,rt “ : highly radioactive water is seeping into the ocean from japan's crippled fukushima nuclear plant <url> ”,0,0
21_6,364385413441392641,255995554,concerned about our seafood/sushi ? rt : highly radioactive water seeping into ocean frm japan's nuclear plant <url>,2,0
21_7,364387510060728320,297334378,kaiju ! “ : highly radioactive water is seeping into the ocean from japan's crippled fukushima nuclear plant <url> ”,0,0
21_8,364387699005734912,111107223,“ : highly radioactive water is seeping into the ocean from japan's crippled fukushima nuclear plant <url> ”,0,0
21_9,364387752080441345,1110887383,this is how we create godzilla !,0,0
21_10,364390530631090177,321910185,“ : highly radioactive water is seeping into the ocean from japan's crippled fukushima nuclear plant <url> ”,1,0
21_11,364397468173475840,405898407,well that's some great news !,0,0
21_12,364399340527575040,60034067,not good : ( : highly radioactive water is seeping into the ocean from japan's crippled fukushima nuclear plant <url> ”,0,0
21_13,364399906435653632,42969590,“ : highly radioactive water is seeping into the ocean from japan's crippled fukushima nuclear plant <url> ”,0,0
21_14,364403980035948544,63677596,agar koi naraz gae hai tu pls reply krde ... pls pls,0,0
21_15,364406721046790144,285206154,scary ! ! ! “ : highly radioactive water is seeping into the ocean from japan's crippled fukushima nuclear plant <url> ”,0,0
21_16,364408223295479808,735096926,very dangerous to eat sea food !,0,0
21_17,364408978521849857,21602302,“ : highly radioactive water is seeping into the ocean from japan's crippled fukushima nuclear plant <url> ” wakeup,0,0
21_18,364419091701841920,15953018,“ : highly radioactive water is seeping into the ocean from japan's fukushima nuclear plant <url> ”,1,0
21_19,364430113426776065,103145402,every country in the world should fix this ! : highly radioactive water into the ocean from japan's destroyed fukushima nuclear plant,2,1
21_20,364434832727621632,19755069,“ : highly radioactive water is seeping into the ocean from japan's crippled fukushima nuclear plant <url> ” shit !,0,0
21_21,364507333117755393,451698509,one word comes to mind....godzilla ! ! ! !,0,0
21_22,364624776054046721,1432224823,福島第一緊急事態 “ : highly radioactive water is seeping into the ocean from japan's crippled fukushima nuclear plant <url> ”,0,0
22_0,364589696573124609,279390084,fukushima : highly radioactive water seeping into the ocean <url>,331,55
22_1,364589782547963905,449984233,more flavor,0,1
22_2,364590017756143616,995283854,hmmm. .,0,0
22_3,364590074869977088,1083483782,“ : fukushima : highly radioactive water seeping into the ocean <url> ” guess no more sushi for a while,0,1
22_4,364590083992596480,473463931,caps means srs bizns ... hey .. where is the product of 54 thousand dollars ?,0,0
22_5,364590096076386306,562097522,well that can be problematic,0,0
22_6,364590101713534976,1096839890,woo hoo ! godzilla ! !,0,0
22_7,364590469201661952,295478254,yeesh .,0,0
22_8,364590947788525568,1284741800,setup for the new godzilla movie ?,0,0
22_9,364591866794090497,15081378,rtv “ : fukushima : highly radioactive water seeping into the ocean <url> ”,1,0
22_10,364591926537752576,266061807,“ : fukushima : highly radioactive water seeping into the ocean <url> ”,0,0
22_11,364592165919277056,198197986,“ : fukushima : highly radioactive water seeping into the ocean <url> ” the rebirth of megalodon .,0,0
22_12,364592685840998403,15923576,“ : fukushima : highly radioactive water seeping into the ocean <url> ' sharkafterdark sharkweek,0,0
22_13,364592947842396161,277355642,this makes me incredibly sad for it is a harbinger of horrors to come .,0,0
22_14,364593014221438978,236533626,“ : fukushima : highly radioactive water seeping into the ocean <url> ” scary reality check,0,0
22_15,364593082659901443,278996536,"ah-ha ! there's ur megalodon , sharkweek amp ; !",0,0
22_16,364593436894044161,826698758,this is so upsetting cause its preventable ' : fukushima : highly radioactive water seeping into the ocean <url>,0,0
22_17,364593816054935554,237129834,t ! fin du nucléaire ! ? ? ? ' : fukushima : highly radioactive water seeping into the ocean <url> ',0,0
22_18,364594007722037248,40953180,“ : fukushima : highly radioactive water seeping into the ocean <url> ” just awful,0,0
22_19,364595941250039811,270748470,dilution is not the solution to pollution,0,0
22_20,364598105636741121,38495355,godzilla “ : fukushima : highly radioactive water seeping into the ocean <url> ”,0,0
22_21,364603697147289601,181564678,they are gonna get those whales one way or another !,0,0
22_22,364610561637486593,378402559,“ : fukushima : highly radioactive water seeping into the ocean <url> ” : (,1,0
22_23,364617859093114881,16462491,"dude , wtf japan ? : fukushima : highly radioactive water seeping into the ocean <url>",1,0
22_24,364620410672791553,17912290,"but but , they said nukes were safe ! i don ’ t want to believe you ! bad bad … ; )",1,0
22_25,364645654422757377,77681641,what's life,1,0
22_26,364732900471619584,24198927,“ : fukushima : highly radioactive water seeping into the ocean <url> ” surprise surprise .,1,0
22_27,364750502040305669,834058543,“ : fukushima : highly radioactive water seeping into the ocean <url> ” take a second and read,1,1
22_28,364753657855623168,276754461,rt “ : fukushima : highly radioactive water seeping into the ocean <url> ”,1,0
22_29,364761360980119552,1648128294,nuclear energy - great power source . but a big mess if f cked up .,1,0
22_30,364829397510922241,404560218,"“ in other news , 17 new types of fish were discovered today . scientists are still unsure of their origins . “",1,0
22_31,364855212982276096,16062936,“ : fukushima : highly radioactive water seeping into the ocean <url> ”,0,0
23_0,365052155385749505,64643056,"revealed : fukushima leaking radioactive water for ‘ 2 years ’ , 300 tons flowing into pacific daily <url>",121,15
23_1,365052495795466240,218737187,"“ : revealed : fukushima leaking radioactive water for ‘ 2 years ’ , 300 tons flowing into pacific daily <url> ” all bad !",0,0
23_2,365052574598049793,375263476,"“ : revealed : fukushima leaking radioactive water for ‘ 2 years ’ , 300 tons flowing into pacific daily <url> ”",0,0
23_3,365053747342221312,187142396,' radiation-contaminated water has been pouring into the pacific ocean ... for the past two years ' : <url> fukushima,0,0
23_4,365054116088659969,373697915,"makes sharknado more feasible . rt : revealed : fukushima leaking radioactive water for ‘ 2 years ’ , 300 tons flowing into pacific daily",1,0
23_5,365054728926797825,345811831,"“ : revealed : fukushima leaking radioactive water for ‘ 2 years ’ , 300 tons flowing into pacific daily <url> ” japan",0,0
23_6,365055743424086016,563968410,or … .godzilla ! ! !,0,0
23_7,365057584069214208,344201083,"sushi anyone ? rt ' : fukushima leaking radioactive water for ‘ 2 years ’ , 300 tons flowing into pacific daily <url> '",0,0
23_8,365061353297285120,204195016,"“ : revealed : fukushima leaking radioactive water for ‘ 2 years ’ , 300 tons flowing into pacific daily <url> ”",0,0
23_9,365071488635772929,498559096,"“ : revealed : fukushima leaking radioactive water for ‘ 2 years ’ , 300 tons flowing into pacific daily <url> ” scary ! !",0,0
23_10,365093610636587010,460245586,i read about this last year and how it was affecting tuna reaching the us . how come its only just made mainstream ? hmmm,0,0
23_11,365095734594387969,64376451,sushi spunds so good right now ! oh wait ... masa,0,0
24_0,365056836476481537,64643056,estimated 300 tons of contaminated water leaking into pacific ocean per day from wrecked fukushima nuclear plant <url>,108,11
24_1,365058767999598592,372464674,"and dispersing all over the earth with currents and vapour and rain , without any information for the profits of nuclear interests .",1,1
24_2,365076707629203456,24652072,and then godzilla was born.. .,0,0
24_3,365143341538611201,1591400912,. so it wouldn't be a good idea to eat fish or go surfing anymore right … amp ; to think they wanna build more nuclear power plants smh,0,0
